Pitch_1,Pitch_2,Pitch_3,Pitch_4,Pitch_5,Pitch_6,Pitch_7,Pitch_8,Pitch_9,Pitch_10,Pitch_11,Pitch_12,Pitch_13,Pitch_14,Pitch_15,Pitch_16,Pitch_17,Pitch_18,Pitch_19,Pitch_20,Pitch_21,Pitch_22,Pitch_23,Pitch_24,Pitch_25,Pitch_26,Pitch_27,Pitch_28,Pitch_29,Pitch_30,Pitch_31,Pitch_32,Pitch_33,Pitch_34,Pitch_35,Pitch_36,Pitch_37,Pitch_38,Pitch_39,Pitch_40,Pitch_41,Pitch_42,Pitch_43,Pitch_44,Pitch_45,Pitch_46,Pitch_47,Pitch_48,Pitch_49,Pitch_50,Pitch_51,Pitch_52,Pitch_53,Pitch_54,Pitch_55,Pitch_56,Pitch_57,Pitch_58,Pitch_59,Pitch_60,Pitch_61,Pitch_62,Pitch_63,Pitch_64,Pitch_65,Pitch_66,Pitch_67,Pitch_68,Pitch_69,Pitch_70,Pitch_71,Pitch_72,Pitch_73,Pitch_74,Pitch_75,Pitch_76,Pitch_77,Pitch_78,Pitch_79,Pitch_80,Pitch_81,Pitch_82,Pitch_83,Pitch_84,Pitch_85,Pitch_86,Pitch_87,Pitch_88,Pitch_89,Pitch_90,Pitch_91,Pitch_92,Pitch_93,Pitch_94,Pitch_95,Pitch_96,Pitch_97,Pitch_98,Pitch_99,Pitch_100
Changeup,Fastball,Changeup,Slider,Changeup,Fastball,Slider,Curveball,Changeup,Curveball,Fastball,Curveball,Changeup,Fastball,Fastball,Changeup,Changeup,Slider,Fastball,Curveball,Curveball,Slider,Fastball,Changeup,Fastball,Changeup,Slider,Slider,Changeup,Changeup,Changeup,Curveball,Fastball,Changeup,Fastball,Fastball,Curveball,Curveball,Slider,Fastball,Curveball,Slider,Fastball,Slider,Changeup,Curveball,Fastball,Slider,Curveball,Slider,Curveball,Fastball,Changeup,Fastball,Fastball,Changeup,Slider,Changeup,Slider,Fastball,Slider,Fastball,Changeup,Curveball,Changeup,Curveball,Fastball,Changeup,Slider,Fastball,Changeup,Fastball,Slider,Fastball,Fastball,Changeup,Fastball,Curveball,Fastball,Curveball,Changeup,Fastball,Slider,Changeup,Changeup,Fastball,Fastball,Fastball,Changeup,Fastball,Changeup,Fastball,Curveball,Fastball,Changeup,Slider,Curveball,Changeup,Fastball,Changeup
Curveball,Changeup,Slider,Slider,Changeup,Slider,Fastball,Slider,Curveball,Slider,Changeup,Fastball,Slider,Changeup,Fastball,Curveball,Slider,Curveball,Fastball,Curveball,Curveball,Fastball,Curveball,Fastball,Curveball,Slider,Fastball,Curveball,Fastball,Changeup,Fastball,Slider,Fastball,Slider,Fastball,Changeup,Changeup,Slider,Fastball,Curveball,Changeup,Changeup,Fastball,Curveball,Fastball,Curveball,Fastball,Slider,Slider,Fastball,Curveball,Changeup,Fastball,Slider,Fastball,Curveball,Slider,Changeup,Fastball,Changeup,Changeup,Changeup,Fastball,Changeup,Changeup,Fastball,Changeup,Changeup,Changeup,Fastball,Changeup,Fastball,Changeup,Slider,Fastball,Curveball,Changeup,Fastball,Changeup,Fastball,Changeup,Fastball,Curveball,Changeup,Fastball,Changeup,Changeup,Fastball,Slider,Curveball,Slider,Fastball,Fastball,Changeup,Fastball,Slider,Curveball,Fastball,Slider,Curveball
Fastball,Slider,Changeup,Fastball,Fastball,Slider,Slider,Fastball,Changeup,Fastball,Curveball,Changeup,Slider,Fastball,Slider,Slider,Changeup,Fastball,Changeup,Curveball,Fastball,Changeup,Changeup,Fastball,Slider,Changeup,Slider,Curveball,Slider,Fastball,Changeup,Fastball,Fastball,Changeup,Curveball,Slider,Changeup,Slider,Curveball,Fastball,Changeup,Fastball,Changeup,Slider,Curveball,Changeup,Slider,Fastball,Slider,Fastball,Slider,Curveball,Curveball,Curveball,Fastball,Slider,Curveball,Changeup,Fastball,Slider,Changeup,Fastball,Slider,Fastball,Slider,Fastball,Changeup,Fastball,Fastball,Changeup,Curveball,Fastball,Changeup,Fastball,Fastball,Fastball,Curveball,Slider,Fastball,Curveball,Fastball,Changeup,Fastball,Slider,Changeup,Fastball,Changeup,Changeup,Fastball,Fastball,Slider,Changeup,Fastball,Slider,Changeup,Slider,Slider,Changeup,Curveball,Changeup
Fastball,Slider,Curveball,Fastball,Changeup,Slider,Changeup,Fastball,Slider,Changeup,Changeup,Slider,Curveball,Curveball,Slider,Fastball,Slider,Curveball,Slider,Curveball,Slider,Slider,Fastball,Fastball,Fastball,Changeup,Slider,Slider,Changeup,Fastball,Changeup,Fastball,Slider,Fastball,Changeup,Slider,Curveball,Changeup,Curveball,Fastball,Slider,Changeup,Curveball,Slider,Slider,Slider,Slider,Fastball,Curveball,Slider,Slider,Fastball,Slider,Changeup,Fastball,Fastball,Slider,Changeup,Curveball,Fastball,Changeup,Fastball,Curveball,Slider,Curveball,Changeup,Fastball,Curveball,Fastball,Changeup,Slider,Curveball,Fastball,Curveball,Changeup,Fastball,Changeup,Slider,Fastball,Curveball,Fastball,Changeup,Slider,Fastball,Changeup,Curveball,Fastball,Changeup,Slider,Slider,Fastball,Curveball,Slider,Curveball,Fastball,Slider,Changeup,Slider,Fastball,Curveball
Slider,Changeup,Fastball,Curveball,Slider,Curveball,Fastball,Slider,Fastball,Changeup,Fastball,Changeup,Slider,Fastball,Slider,Fastball,Slider,Fastball,Changeup,Slider,Curveball,Changeup,Curveball,Changeup,Curveball,Changeup,Fastball,Slider,Fastball,Slider,Curveball,Fastball,Curveball,Fastball,Fastball,Curveball,Changeup,Fastball,Slider,Changeup,Changeup,Curveball,Fastball,Curveball,Fastball,Slider,Changeup,Slider,Fastball,Slider,Fastball,Curveball,Fastball,Changeup,Fastball,Slider,Curveball,Slider,Slider,Curveball,Slider,Slider,Changeup,Curveball,Fastball,Changeup,Slider,Curveball,Fastball,Changeup,Fastball,Slider,Curveball,Slider,Curveball,Changeup,Fastball,Slider,Changeup,Fastball,Slider,Curveball,Fastball,Fastball,Curveball,Curveball,Fastball,Slider,Fastball,Slider,Slider,Curveball,Curveball,Fastball,Slider,Curveball,Fastball,Slider,Changeup,Fastball
Changeup,Fastball,Curveball,Fastball,Changeup,Changeup,Fastball,Changeup,Fastball,Fastball,Changeup,Slider,Changeup,Changeup,Slider,Fastball,Changeup,Changeup,Slider,Fastball,Curveball,Curveball,Slider,Changeup,Fastball,Slider,Slider,Curveball,Fastball,Changeup,Slider,Fastball,Slider,Fastball,Fastball,Changeup,Slider,Slider,Curveball,Slider,Curveball,Fastball,Slider,Slider,Changeup,Fastball,Curveball,Changeup,Slider,Curveball,Fastball,Changeup,Curveball,Fastball,Curveball,Curveball,Changeup,Fastball,Slider,Fastball,Fastball,Changeup,Changeup,Changeup,Fastball,Slider,Slider,Changeup,Curveball,Slider,Fastball,Fastball,Slider,Fastball,Changeup,Slider,Changeup,Curveball,Fastball,Fastball,Changeup,Slider,Slider,Changeup,Curveball,Changeup,Fastball,Slider,Curveball,Fastball,Curveball,Fastball,Fastball,Changeup,Fastball,Slider,Fastball,Fastball,Slider,Curveball
Curveball,Slider,Fastball,Changeup,Changeup,Slider,Fastball,Changeup,Curveball,Changeup,Fastball,Fastball,Fastball,Changeup,Slider,Slider,Changeup,Changeup,Curveball,Fastball,Curveball,Fastball,Slider,Curveball,Slider,Changeup,Slider,Fastball,Fastball,Changeup,Slider,Fastball,Changeup,Curveball,Changeup,Changeup,Fastball,Curveball,Slider,Fastball,Fastball,Curveball,Slider,Curveball,Fastball,Changeup,Fastball,Slider,Changeup,Curveball,Slider,Changeup,Fastball,Changeup,Slider,Fastball,Fastball,Changeup,Slider,Changeup,Fastball,Fastball,Slider,Curveball,Fastball,Changeup,Curveball,Fastball,Changeup,Slider,Changeup,Fastball,Changeup,Changeup,Changeup,Slider,Curveball,Fastball,Changeup,Fastball,Fastball,Curveball,Fastball,Changeup,Fastball,Changeup,Fastball,Fastball,Curveball,Fastball,Changeup,Fastball,Fastball,Fastball,Slider,Changeup,Changeup,Fastball,Slider,Slider
Slider,Fastball,Slider,Curveball,Changeup,Curveball,Fastball,Slider,Curveball,Changeup,Slider,Fastball,Slider,Curveball,Fastball,Slider,Curveball,Slider,Fastball,Changeup,Fastball,Slider,Curveball,Slider,Curveball,Slider,Changeup,Curveball,Slider,Curveball,Fastball,Slider,Fastball,Slider,Curveball,Fastball,Changeup,Changeup,Fastball,Changeup,Slider,Curveball,Changeup,Fastball,Changeup,Slider,Fastball,Slider,Curveball,Fastball,Changeup,Fastball,Fastball,Changeup,Slider,Fastball,Curveball,Curveball,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Slider,Fastball,Changeup,Curveball,Changeup,Fastball,Slider,Slider,Changeup,Fastball,Slider,Curveball,Changeup,Slider,Slider,Curveball,Fastball,Curveball,Changeup,Slider,Curveball,Fastball,Fastball,Curveball,Fastball,Slider,Slider,Curveball,Fastball,Changeup,Fastball,Fastball
Fastball,Curveball,Slider,Fastball,Changeup,Fastball,Fastball,Slider,Fastball,Changeup,Curveball,Fastball,Changeup,Curveball,Fastball,Fastball,Changeup,Changeup,Slider,Changeup,Slider,Fastball,Slider,Curveball,Fastball,Slider,Fastball,Slider,Curveball,Slider,Changeup,Fastball,Slider,Fastball,Slider,Fastball,Slider,Slider,Changeup,Changeup,Fastball,Fastball,Fastball,Changeup,Curveball,Slider,Changeup,Fastball,Curveball,Fastball,Curveball,Fastball,Changeup,Slider,Curveball,Fastball,Slider,Fastball,Fastball,Changeup,Changeup,Fastball,Curveball,Changeup,Changeup,Fastball,Slider,Fastball,Slider,Fastball,Fastball,Slider,Slider,Changeup,Curveball,Fastball,Slider,Fastball,Changeup,Fastball,Changeup,Fastball,Curveball,Fastball,Curveball,Changeup,Fastball,Slider,Curveball,Curveball,Curveball,Changeup,Curveball,Slider,Curveball,Fastball,Curveball,Fastball,Curveball,Fastball
Fastball,Curveball,Fastball,Changeup,Slider,Fastball,Changeup,Fastball,Changeup,Curveball,Fastball,Slider,Slider,Fastball,Changeup,Fastball,Curveball,Slider,Fastball,Changeup,Fastball,Changeup,Fastball,Fastball,Changeup,Fastball,Curveball,Slider,Curveball,Slider,Fastball,Changeup,Slider,Slider,Slider,Changeup,Fastball,Changeup,Slider,Changeup,Changeup,Slider,Curveball,Changeup,Fastball,Changeup,Fastball,Curveball,Changeup,Slider,Fastball,Changeup,Fastball,Slider,Changeup,Slider,Curveball,Fastball,Changeup,Curveball,Fastball,Slider,Fastball,Slider,Fastball,Slider,Changeup,Changeup,Fastball,Changeup,Fastball,Slider,Curveball,Slider,Changeup,Changeup,Fastball,Changeup,Fastball,Changeup,Slider,Curveball,Slider,Fastball,Slider,Fastball,Changeup,Slider,Changeup,Curveball,Slider,Curveball,Slider,Changeup,Slider,Fastball,Changeup,Fastball,Fastball,Curveball
Slider,Curveball,Fastball,Slider,Curveball,Fastball,Slider,Fastball,Changeup,Curveball,Changeup,Fastball,Changeup,Fastball,Curveball,Curveball,Changeup,Fastball,Changeup,Curveball,Changeup,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Changeup,Fastball,Curveball,Slider,Fastball,Curveball,Fastball,Changeup,Fastball,Changeup,Slider,Curveball,Fastball,Fastball,Curveball,Changeup,Changeup,Changeup,Fastball,Slider,Changeup,Fastball,Curveball,Slider,Fastball,Slider,Fastball,Curveball,Changeup,Fastball,Changeup,Slider,Curveball,Fastball,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Fastball,Slider,Slider,Curveball,Slider,Fastball,Changeup,Slider,Curveball,Fastball,Curveball,Slider,Slider,Fastball,Curveball,Fastball,Curveball,Fastball,Slider,Fastball,Fastball,Slider,Fastball,Changeup,Fastball,Slider,Slider,Slider,Fastball,Slider,Curveball,Changeup,Fastball
Fastball,Changeup,Fastball,Curveball,Slider,Changeup,Curveball,Curveball,Slider,Changeup,Curveball,Fastball,Slider,Fastball,Slider,Fastball,Changeup,Slider,Curveball,Slider,Fastball,Slider,Changeup,Fastball,Slider,Fastball,Slider,Fastball,Slider,Changeup,Slider,Changeup,Slider,Changeup,Fastball,Curveball,Fastball,Curveball,Fastball,Slider,Curveball,Fastball,Changeup,Fastball,Changeup,Slider,Fastball,Curveball,Slider,Changeup,Fastball,Slider,Changeup,Fastball,Curveball,Slider,Fastball,Curveball,Fastball,Fastball,Slider,Changeup,Slider,Curveball,Curveball,Fastball,Fastball,Changeup,Fastball,Slider,Fastball,Slider,Fastball,Slider,Changeup,Curveball,Fastball,Slider,Curveball,Changeup,Fastball,Changeup,Fastball,Slider,Changeup,Fastball,Slider,Fastball,Slider,Curveball,Changeup,Curveball,Fastball,Changeup,Fastball,Slider,Fastball,Slider,Changeup,Fastball
Curveball,Fastball,Fastball,Changeup,Fastball,Slider,Curveball,Slider,Changeup,Changeup,Fastball,Changeup,Fastball,Slider,Curveball,Fastball,Slider,Changeup,Slider,Changeup,Changeup,Fastball,Slider,Fastball,Slider,Changeup,Fastball,Slider,Fastball,Slider,Slider,Changeup,Curveball,Fastball,Changeup,Changeup,Curveball,Changeup,Slider,Changeup,Slider,Curveball,Fastball,Slider,Slider,Fastball,Slider,Changeup,Fastball,Changeup,Slider,Changeup,Fastball,Slider,Slider,Changeup,Curveball,Slider,Changeup,Changeup,Changeup,Curveball,Slider,Curveball,Slider,Curveball,Fastball,Curveball,Curveball,Fastball,Changeup,Fastball,Curveball,Changeup,Fastball,Changeup,Curveball,Slider,Curveball,Fastball,Slider,Fastball,Slider,Curveball,Fastball,Changeup,Fastball,Slider,Changeup,Fastball,Curveball,Slider,Slider,Slider,Curveball,Fastball,Changeup,Changeup,Slider,Curveball
Curveball,Curveball,Fastball,Curveball,Fastball,Changeup,Fastball,Changeup,Fastball,Fastball,Fastball,Slider,Changeup,Fastball,Slider,Changeup,Fastball,Changeup,Changeup,Curveball,Fastball,Fastball,Fastball,Changeup,Fastball,Slider,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Curveball,Slider,Fastball,Slider,Changeup,Fastball,Curveball,Slider,Changeup,Changeup,Changeup,Curveball,Fastball,Slider,Curveball,Changeup,Curveball,Fastball,Changeup,Curveball,Slider,Curveball,Slider,Fastball,Slider,Curveball,Curveball,Curveball,Fastball,Changeup,Curveball,Fastball,Slider,Curveball,Fastball,Slider,Fastball,Changeup,Fastball,Curveball,Changeup,Fastball,Changeup,Curveball,Curveball,Fastball,Fastball,Changeup,Fastball,Changeup,Fastball,Curveball,Curveball,Changeup,Fastball,Changeup,Curveball,Fastball,Changeup,Changeup,Fastball,Curveball,Curveball,Slider,Changeup,Fastball,Changeup,Fastball
Curveball,Slider,Changeup,Curveball,Fastball,Slider,Changeup,Fastball,Fastball,Fastball,Slider,Fastball,Slider,Curveball,Fastball,Curveball,Fastball,Curveball,Fastball,Changeup,Fastball,Curveball,Fastball,Slider,Curveball,Fastball,Curveball,Slider,Curveball,Changeup,Fastball,Slider,Fastball,Changeup,Fastball,Changeup,Slider,Changeup,Curveball,Slider,Fastball,Fastball,Curveball,Fastball,Changeup,Fastball,Curveball,Fastball,Slider,Fastball,Changeup,Fastball,Changeup,Changeup,Fastball,Fastball,Slider,Curveball,Fastball,Slider,Curveball,Fastball,Slider,Changeup,Fastball,Changeup,Fastball,Slider,Changeup,Fastball,Slider,Slider,Fastball,Slider,Curveball,Fastball,Curveball,Changeup,Fastball,Changeup,Slider,Curveball,Changeup,Fastball,Changeup,Curveball,Changeup,Fastball,Fastball,Curveball,Fastball,Changeup,Fastball,Changeup,Fastball,Slider,Fastball,Slider,Changeup,Curveball
Changeup,Slider,Slider,Slider,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Changeup,Curveball,Slider,Slider,Curveball,Curveball,Changeup,Fastball,Fastball,Curveball,Curveball,Changeup,Changeup,Curveball,Changeup,Fastball,Slider,Curveball,Fastball,Slider,Curveball,Slider,Changeup,Fastball,Curveball,Slider,Fastball,Changeup,Fastball,Changeup,Curveball,Fastball,Changeup,Fastball,Curveball,Fastball,Curveball,Slider,Fastball,Slider,Curveball,Slider,Curveball,Changeup,Curveball,Curveball,Changeup,Fastball,Slider,Changeup,Fastball,Slider,Slider,Changeup,Slider,Fastball,Curveball,Fastball,Fastball,Changeup,Fastball,Changeup,Slider,Changeup,Slider,Fastball,Changeup,Curveball,Fastball,Slider,Curveball,Curveball,Fastball,Changeup,Slider,Curveball,Slider,Fastball,Changeup,Fastball,Changeup,Fastball,Curveball,Fastball,Changeup,Slider
Curveball,Changeup,Fastball,Changeup,Slider,Curveball,Changeup,Fastball,Curveball,Changeup,Fastball,Curveball,Curveball,Fastball,Curveball,Fastball,Curveball,Curveball,Fastball,Curveball,Slider,Curveball,Changeup,Fastball,Curveball,Fastball,Changeup,Fastball,Fastball,Curveball,Slider,Fastball,Changeup,Fastball,Curveball,Changeup,Changeup,Fastball,Changeup,Fastball,Slider,Curveball,Changeup,Slider,Curveball,Slider,Curveball,Fastball,Curveball,Fastball,Slider,Fastball,Changeup,Fastball,Changeup,Slider,Curveball,Changeup,Fastball,Fastball,Curveball,Fastball,Changeup,Changeup,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Curveball,Slider,Changeup,Slider,Fastball,Curveball,Changeup,Curveball,Fastball,Slider,Curveball,Fastball,Changeup,Fastball,Curveball,Fastball,Changeup,Slider,Slider,Slider,Changeup,Changeup,Slider,Curveball,Slider,Fastball,Changeup,Slider,Changeup,Slider
Slider,Changeup,Slider,Fastball,Slider,Fastball,Slider,Curveball,Slider,Fastball,Changeup,Curveball,Slider,Curveball,Curveball,Fastball,Changeup,Slider,Changeup,Fastball,Slider,Fastball,Slider,Curveball,Slider,Curveball,Slider,Fastball,Changeup,Fastball,Curveball,Changeup,Slider,Fastball,Changeup,Fastball,Slider,Fastball,Curveball,Slider,Fastball,Slider,Fastball,Slider,Fastball,Changeup,Fastball,Changeup,Curveball,Changeup,Changeup,Fastball,Changeup,Curveball,Changeup,Fastball,Changeup,Fastball,Slider,Curveball,Slider,Curveball,Fastball,Fastball,Slider,Fastball,Slider,Fastball,Fastball,Changeup,Slider,Fastball,Slider,Fastball,Changeup,Fastball,Curveball,Slider,Fastball,Curveball,Fastball,Slider,Fastball,Slider,Curveball,Fastball,Changeup,Fastball,Slider,Fastball,Slider,Fastball,Changeup,Fastball,Fastball,Slider,Fastball,Changeup,Slider,Changeup
Slider,Changeup,Fastball,Changeup,Changeup,Fastball,Fastball,Slider,Changeup,Curveball,Fastball,Slider,Changeup,Fastball,Curveball,Fastball,Slider,Curveball,Fastball,Slider,Curveball,Slider,Fastball,Fastball,Changeup,Fastball,Fastball,Changeup,Slider,Curveball,Fastball,Fastball,Fastball,Changeup,Fastball,Changeup,Fastball,Fastball,Changeup,Changeup,Fastball,Changeup,Slider,Changeup,Fastball,Fastball,Fastball,Changeup,Slider,Curveball,Changeup,Changeup,Curveball,Fastball,Changeup,Fastball,Changeup,Slider,Fastball,Slider,Changeup,Fastball,Changeup,Fastball,Changeup,Changeup,Slider,Fastball,Slider,Curveball,Fastball,Slider,Curveball,Fastball,Curveball,Changeup,Slider,Fastball,Slider,Changeup,Slider,Fastball,Changeup,Fastball,Slider,Changeup,Fastball,Slider,Slider,Fastball,Changeup,Curveball,Fastball,Fastball,Slider,Changeup,Fastball,Slider,Curveball,Slider
Curveball,Changeup,Slider,Slider,Changeup,Slider,Fastball,Fastball,Fastball,Slider,Curveball,Slider,Changeup,Fastball,Curveball,Curveball,Changeup,Fastball,Curveball,Slider,Changeup,Slider,Fastball,Changeup,Slider,Curveball,Fastball,Curveball,Slider,Fastball,Changeup,Slider,Fastball,Fastball,Curveball,Curveball,Fastball,Curveball,Fastball,Changeup,Changeup,Curveball,Slider,Changeup,Slider,Curveball,Changeup,Fastball,Fastball,Changeup,Curveball,Slider,Changeup,Fastball,Changeup,Curveball,Slider,Changeup,Changeup,Slider,Curveball,Fastball,Slider,Curveball,Slider,Changeup,Slider,Changeup,Fastball,Slider,Changeup,Fastball,Changeup,Fastball,Changeup,Fastball,Fastball,Changeup,Fastball,Fastball,Slider,Curveball,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Curveball,Fastball,Slider,Changeup,Fastball,Slider,Curveball,Changeup,Fastball,Slider,Fastball,Changeup
Curveball,Changeup,Fastball,Changeup,Fastball,Changeup,Changeup,Fastball,Slider,Curveball,Slider,Fastball,Changeup,Fastball,Slider,Curveball,Changeup,Fastball,Changeup,Fastball,Slider,Curveball,Fastball,Changeup,Fastball,Fastball,Slider,Curveball,Changeup,Fastball,Curveball,Changeup,Slider,Fastball,Slider,Changeup,Slider,Curveball,Fastball,Fastball,Slider,Slider,Curveball,Slider,Slider,Curveball,Curveball,Fastball,Fastball,Changeup,Fastball,Changeup,Fastball,Slider,Fastball,Slider,Curveball,Fastball,Fastball,Changeup,Changeup,Slider,Changeup,Fastball,Changeup,Fastball,Slider,Changeup,Fastball,Curveball,Slider,Curveball,Curveball,Slider,Changeup,Fastball,Changeup,Curveball,Fastball,Curveball,Fastball,Curveball,Fastball,Curveball,Fastball,Curveball,Curveball,Fastball,Changeup,Fastball,Slider,Curveball,Slider,Changeup,Curveball,Slider,Curveball,Slider,Curveball,Fastball
Fastball,Curveball,Fastball,Curveball,Fastball,Curveball,Curveball,Slider,Fastball,Changeup,Fastball,Changeup,Fastball,Slider,Changeup,Fastball,Changeup,Changeup,Changeup,Fastball,Changeup,Slider,Curveball,Slider,Fastball,Slider,Curveball,Fastball,Curveball,Slider,Changeup,Fastball,Changeup,Changeup,Slider,Slider,Fastball,Slider,Fastball,Changeup,Slider,Fastball,Fastball,Changeup,Curveball,Slider,Curveball,Fastball,Changeup,Fastball,Fastball,Fastball,Curveball,Slider,Curveball,Changeup,Fastball,Fastball,Fastball,Slider,Curveball,Fastball,Changeup,Fastball,Curveball,Changeup,Slider,Fastball,Slider,Changeup,Fastball,Slider,Changeup,Slider,Curveball,Fastball,Slider,Changeup,Fastball,Curveball,Slider,Changeup,Fastball,Changeup,Fastball,Slider,Curveball,Slider,Curveball,Changeup,Slider,Changeup,Fastball,Fastball,Curveball,Fastball,Fastball,Slider,Changeup,Fastball
Slider,Curveball,Fastball,Changeup,Curveball,Slider,Fastball,Fastball,Slider,Curveball,Changeup,Curveball,Fastball,Changeup,Slider,Fastball,Slider,Curveball,Changeup,Fastball,Curveball,Slider,Changeup,Curveball,Slider,Curveball,Curveball,Fastball,Slider,Fastball,Changeup,Changeup,Slider,Curveball,Curveball,Changeup,Curveball,Changeup,Fastball,Slider,Slider,Changeup,Fastball,Slider,Curveball,Changeup,Changeup,Changeup,Fastball,Changeup,Slider,Fastball,Curveball,Fastball,Changeup,Fastball,Changeup,Fastball,Curveball,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Fastball,Slider,Slider,Changeup,Fastball,Changeup,Fastball,Changeup,Slider,Fastball,Curveball,Fastball,Changeup,Fastball,Slider,Changeup,Fastball,Changeup,Fastball,Slider,Fastball,Curveball,Slider,Fastball,Curveball,Fastball,Changeup,Changeup,Fastball,Curveball,Slider,Fastball,Slider,Changeup,Slider
Changeup,Changeup,Fastball,Changeup,Fastball,Slider,Fastball,Changeup,Slider,Changeup,Slider,Slider,Curveball,Fastball,Curveball,Changeup,Curveball,Changeup,Fastball,Curveball,Fastball,Curveball,Fastball,Slider,Curveball,Curveball,Slider,Curveball,Fastball,Slider,Curveball,Fastball,Curveball,Curveball,Fastball,Slider,Slider,Slider,Curveball,Slider,Fastball,Changeup,Fastball,Slider,Slider,Changeup,Slider,Curveball,Fastball,Slider,Fastball,Fastball,Fastball,Curveball,Changeup,Curveball,Changeup,Fastball,Curveball,Fastball,Slider,Changeup,Changeup,Curveball,Fastball,Slider,Fastball,Slider,Fastball,Curveball,Curveball,Fastball,Slider,Slider,Fastball,Slider,Curveball,Curveball,Slider,Fastball,Changeup,Fastball,Curveball,Fastball,Curveball,Fastball,Changeup,Slider,Changeup,Slider,Curveball,Fastball,Curveball,Slider,Fastball,Slider,Curveball,Slider,Fastball,Curveball
Curveball,Changeup,Curveball,Changeup,Fastball,Changeup,Curveball,Fastball,Changeup,Changeup,Curveball,Fastball,Fastball,Fastball,Changeup,Fastball,Slider,Fastball,Curveball,Slider,Changeup,Slider,Changeup,Fastball,Slider,Changeup,Fastball,Fastball,Curveball,Fastball,Slider,Curveball,Curveball,Curveball,Curveball,Slider,Curveball,Fastball,Curveball,Fastball,Slider,Curveball,Fastball,Changeup,Fastball,Curveball,Changeup,Slider,Slider,Fastball,Curveball,Slider,Curveball,Fastball,Slider,Fastball,Slider,Fastball,Slider,Curveball,Slider,Changeup,Slider,Fastball,Changeup,Changeup,Fastball,Fastball,Changeup,Slider,Fastball,Slider,Fastball,Fastball,Slider,Curveball,Fastball,Slider,Curveball,Fastball,Fastball,Slider,Curveball,Changeup,Fastball,Changeup,Fastball,Curveball,Changeup,Fastball,Slider,Fastball,Changeup,Fastball,Changeup,Fastball,Changeup,Fastball,Curveball,Slider
